Allele	BestAln	percScore
B_55:11	B_55:11	1
B_55:12	B_55:12	1
B_55:18	B_55:18	1
B_55:24	B_55:24	1
B_55:26	B_55:26	1
B_55:28	B_55:28	1
B_55:48	B_55:48	1
B_55:60	B_55:60	1
B_55:73	B_55:73	1
B_55:74	B_55:74	1
B_55:76	B_55:76	1
B_55:79	B_55:79	1
B_55:85	B_55:85	1
B_55:88	B_55:88	1
B_55:90	B_55:90	1
B_55:91	B_55:91	1
B_55:92	B_55:92	1
B_55:93	B_55:93	1
B_55:94	B_55:94	1
B_55:95	B_55:95	1
B_55:98	B_55:98	1
B_55:99	B_55:99	1
B_55:100	B_55:100	1
B_55:101	B_55:101	1
B_55:102	B_55:102	1
B_55:103	B_55:103	1
B_55:104	B_55:104	1
B_55:105	B_55:105	1
B_55:106	B_55:106	1
B_55:107	B_55:107	1
B_55:108	B_55:108	1
B_55:109	B_55:109	1
B_55:110	B_55:110	1
B_55:111	B_55:111	1
B_55:112	B_55:112	1
B_56:01	B_56:01	1
B_56:02	B_56:02	1
B_56:03	B_56:03	1
B_56:04	B_56:04	1
B_56:05	B_56:05	1
B_56:06	B_56:06	1
B_56:07	B_56:07	1
B_56:10	B_56:10	1
B_56:15	B_56:15	1
B_56:27	B_56:27	1
B_56:47	B_56:47	1
B_56:52	B_56:52	1
B_56:55	B_56:55	1
B_56:56	B_56:56	1
B_56:57	B_56:57	1
B_56:58	B_56:58	1
B_56:59	B_56:59	1
B_56:60	B_56:60	1
B_56:61	B_56:61	1
B_56:62	B_56:62	1
B_56:63	B_56:63	1
B_56:65	B_56:65	1
B_56:66	B_56:66	1
B_56:67	B_56:67	1
B_56:68	B_56:68	1
B_56:69	B_56:69	1
B_56:70	B_56:70	1
B_56:71	B_56:71	1
B_56:72	B_56:72	1
B_56:74	B_56:74	1
B_56:75	B_56:75	1
B_56:78	B_56:78	1
B_57:01	B_57:01	1
B_57:02	B_57:02	1
B_57:03	B_57:03	1
B_57:04	B_57:04	1
B_57:05	B_57:05	1
B_57:06	B_57:06	1
B_57:08	B_57:08	1
B_57:09	B_57:09	1
B_57:11	B_57:11	1
B_57:12	B_57:12	1
B_57:15	B_57:15	1
B_57:29	B_57:29	1
B_57:31	B_57:31	1
B_57:78	B_57:78	1
B_57:82	B_57:82	1
B_57:83	B_57:83	1
B_57:84	B_57:84	1
B_57:86	B_57:86	1
B_57:91	B_57:91	1
B_57:92	B_57:92	1
B_57:93	B_57:93	1
B_57:94	B_57:94	1
B_57:95	B_57:95	1
B_57:96	B_57:96	1
B_57:97	B_57:97	1
B_57:98	B_57:98	1
B_57:99	B_57:99	1
B_57:100	B_57:100	1
B_57:101	B_57:101	1
B_57:102	B_57:102	1
B_57:103	B_57:103	1
B_57:104	B_57:104	1
B_57:107	B_57:107	1
B_57:108	B_57:108	1
B_57:109	B_57:109	1
B_57:110	B_57:110	1
B_57:112	B_57:112	1
B_57:113	B_57:113	1
B_57:114	B_57:114	1
B_57:115	B_57:115	1
B_57:116	B_57:116	1
B_57:119	B_57:119	1
B_57:120	B_57:120	1
B_57:121	B_57:121	1
B_57:123	B_57:123	1
B_57:124	B_57:124	1
B_57:125	B_57:125	1
B_57:126	B_57:126	1
B_57:127	B_57:127	1
B_57:128	B_57:128	1
B_57:131	B_57:131	1
B_57:132	B_57:132	1
B_57:133	B_57:133	1
B_57:134	B_57:134	1
B_57:135	B_57:135	1
B_57:136	B_57:136	1
B_57:137	B_57:137	1
B_57:138	B_57:138	1
B_57:140	B_57:140	1
B_57:141	B_57:141	1
B_58:01	B_58:01	1
B_58:02	B_58:02	1
B_58:11	B_58:11	1
B_58:26	B_58:26	1
B_58:35	B_58:35	1
B_58:76	B_58:76	1
B_58:83	B_58:83	1
B_58:84	B_58:84	1
B_58:95	B_58:95	1
B_58:96	B_58:96	1
B_58:97	B_58:97	1
B_58:98	B_58:98	1
B_58:99	B_58:99	1
B_58:100	B_58:100	1
B_58:101	B_58:101	1
B_58:102	B_58:102	1
B_58:103	B_58:103	1
B_58:104	B_58:104	1
B_58:105	B_58:105	1
B_58:106	B_58:106	1
B_58:107	B_58:107	1
B_58:108	B_58:108	1
B_58:109	B_58:109	1
B_58:111	B_58:111	1
B_58:112	B_58:112	1
B_58:113	B_58:113	1
B_58:114	B_58:114	1
B_58:115	B_58:115	1
B_58:116	B_58:116	1
B_58:117	B_58:117	1
B_58:119	B_58:119	1
B_58:120	B_58:120	1
B_58:121	B_58:121	1
B_58:122	B_58:122	1
B_58:123	B_58:123	1
B_58:124	B_58:124	1
B_58:125	B_58:125	1
B_58:126	B_58:126	1
B_58:127	B_58:127	1
B_58:129	B_58:129	1
B_59:01	B_59:01	1
B_67:01	B_67:01	1
B_67:02	B_67:02	1
B_78:01	B_78:01	1
B_78:02	B_78:02	1
B_78:04	B_78:04	1
B_78:09	B_78:09	1
B_78:10	B_78:10	1
B_81:01	B_81:01	1
B_81:02	B_81:02	1
B_81:05	B_81:05	1
B_81:09	B_81:09	1
B_81:10	B_81:10	1
B_82:01	B_82:01	1
B_82:02	B_82:02	1
B_82:04	B_82:04	1
B_83:01	B_83:01	1
B_07:11	B_07:09	0.337
B_07:17	B_07:09	0.318
B_07:19	B_07:04	0.337
B_07:21	B_07:139	0.402
B_07:23	B_07:02	0.615
B_07:24	B_07:358	0.584
B_07:25	B_07:04	0.298
B_07:27	B_37:07	0.113
B_07:28	B_07:139	0.272
B_07:29	B_07:383	0.402
B_07:30	B_07:139	0.467
B_07:32	B_07:08	0.356
B_07:34	B_07:26	0.186
B_07:35	B_07:139	0.615
B_07:39	B_07:139	0.524
B_07:40	B_07:139	0.524
B_07:43	B_07:26	0.298
B_07:44	B_07:02	0.66
B_07:45	B_07:139	0.524
B_07:46	B_07:02	0.615
B_07:49	B_07:139	0.615
B_07:52	B_07:139	0.524
B_07:54	B_07:139	0.488
B_07:55	B_07:139	0.422
B_07:56	B_07:139	0.541
B_07:58	B_07:139	0.615
B_07:59	B_07:02	0.66
B_07:60	B_07:139	0.422
B_07:61	B_07:02	0.66
B_07:62	B_07:139	0.524
B_07:63	B_07:139	0.524
B_07:64	B_07:139	0.206
B_07:65	B_07:86	0.541
B_07:66	B_07:139	0.524
B_07:67	B_07:139	0.005
B_07:70	B_07:139	0.422
B_07:71	B_07:139	0.488
B_07:72	B_07:86	0.445
B_07:73	B_07:139	0.445
B_07:74	B_07:139	0.488
B_07:76	B_07:139	0.524
B_07:78	B_07:229	0.147
B_07:79	B_07:139	0.445
B_07:80	B_07:26	0.337
B_07:81	B_07:36	0.337
B_07:82	B_07:139	0.524
B_07:83	B_07:139	0.541
B_07:84	B_07:229	0.422
B_07:85	B_07:69	0.422
B_07:87	B_07:139	0.524
B_07:88	B_07:139	0.541
B_07:89	B_07:139	0.524
B_07:90	B_07:139	0.422
B_07:91	B_07:139	0.422
B_07:93	B_07:139	0.445
B_07:94	B_07:139	0.422
B_07:95	B_07:139	0.541
B_07:96	B_07:139	0.507
B_07:97	B_07:412	0.337
B_07:98	B_07:139	0.337
B_07:99	B_07:139	0.422
B_07:101	B_07:139	0.445
B_07:102	B_07:139	0.488
B_07:105	B_07:139	0.318
B_07:106	B_07:139	0.318
B_07:107	B_07:139	0.615
B_07:108	B_07:139	0.467
B_07:109	B_07:139	0.467
B_07:110	B_07:139	0.584
B_07:111	B_07:139	0.037
B_07:112	B_07:139	0.337
B_07:113	B_07:139	0.467
B_07:115	B_07:284	0.376
B_07:116	B_07:139	0.524
B_07:117	B_07:139	0.524
B_07:118	B_07:139	0.402
B_07:119	B_07:139	0.541
B_07:120	B_07:139	0.615
B_07:121	B_07:139	0.147
B_07:122	B_07:139	0.615
B_07:123	B_07:139	0.376
B_07:124	B_07:02	0.615
B_07:126	B_07:139	0.524
B_07:127	B_07:139	0.402
B_07:130	B_07:139	0.615
B_07:131	B_07:26	0.226
B_07:132	B_07:139	0.541
B_07:133	B_07:139	0.524
B_07:134	B_07:139	0.488
B_07:135	B_07:139	0.077
B_07:136	B_07:139	0.507
B_07:137	B_07:18	0.422
B_07:138	B_07:229	0.488
B_07:140	B_07:139	0.206
B_07:141	B_07:139	0.507
B_07:142	B_07:139	0.422
B_07:143	B_07:139	0.524
B_07:144	B_07:139	0.445
B_07:145	B_07:139	0.524
B_07:146	B_07:04	0.376
B_07:148	B_07:139	0.402
B_07:149	B_07:36	0.337
B_07:150	B_07:139	0.524
B_07:151	B_07:139	0.356
B_07:152	B_07:139	0.445
B_07:153	B_07:139	0.318
B_07:154	B_07:139	0.541
B_07:155	B_07:139	0.467
B_07:157	B_07:139	0.467
B_07:159	B_07:139	0.541
B_07:160	B_07:139	0.524
B_07:161	B_07:02	0.66
B_07:162	B_07:12	0.337
B_07:163	B_07:77	0.402
B_07:164	B_07:26	0.298
B_07:165	B_07:139	0.615
B_07:166	B_07:139	0.615
B_07:167	B_07:139	0.068
B_07:168	B_07:139	0.541
B_07:169	B_07:139	0.615
B_07:170	B_07:139	0.422
B_07:171	B_07:139	0.507
B_07:172	B_07:139	0.445
B_07:173	B_07:139	0.467
B_07:174	B_07:139	0.541
B_07:175	B_07:139	0.422
B_07:176	B_07:139	0.337
B_07:177	B_07:139	0.541
B_07:178	B_07:139	0.488
B_07:179	B_07:139	0.524
B_07:180	B_07:38	0.272
B_07:181	B_07:139	0.023
B_07:182	B_07:139	0.054
B_07:183	B_07:139	0.445
B_07:184	B_07:139	0.467
B_07:185	B_07:139	0.524
B_07:186	B_07:139	0.402
B_07:187	B_07:139	0.524
B_07:189	B_07:139	0.445
B_07:190	B_07:139	0.524
B_07:191	B_07:139	0.445
B_07:192	B_07:139	0.507
B_07:193	B_07:77	0.402
B_07:194	B_07:139	0.488
B_07:195	B_07:139	0.507
B_07:196	B_07:139	0.524
B_07:197	B_07:139	0.11
B_07:198	B_07:139	0.524
B_07:199	B_07:139	0.564
B_07:200	B_07:139	0.524
B_07:201	B_07:139	0.068
B_07:202	B_07:139	0.13
B_07:203	B_07:139	0.507
B_07:204	B_07:139	0.541
B_07:205	B_07:139	0.445
B_07:206	B_07:139	0.445
B_07:207	B_07:16	0.318
B_07:208	B_07:139	0.488
B_07:210	B_07:352	0.635
B_07:211	B_07:139	0.422
B_07:212	B_07:139	0.524
B_07:213	B_07:139	0.445
B_07:214	B_07:327	0.186
B_07:215	B_07:139	0.488
B_07:217	B_07:139	0.467
B_07:219	B_07:38	0.083
B_07:220	B_07:139	0.167
B_07:221	B_07:02	0.615
B_07:222	B_07:139	0.445
B_07:223	B_07:48	0.186
B_07:224	B_07:02	0.524
B_07:225	B_07:284	0.186
B_07:226	B_07:48	0.318
B_07:227	B_07:350	0.6
B_07:228	B_07:16	0.422
B_07:230	B_07:139	0.422
B_07:231	B_07:139	0.037
B_07:232	B_07:139	0.524
B_07:233	B_07:139	0.564
B_07:234	B_07:139	0.507
B_07:235	B_07:359	0.093
B_07:236	B_07:36	0.13
B_07:238	B_07:139	0.541
B_07:239	B_07:139	0.445
B_07:240	B_07:139	0.507
B_07:242	B_07:139	0.524
B_07:243	B_07:139	0.524
B_07:244	B_07:139	0.488
B_07:245	B_07:139	0.615
B_07:246	B_07:139	0.541
B_07:247	B_07:139	0.445
B_07:248	B_07:18	0.337
B_07:249	B_07:139	0.376
B_07:250	B_07:139	0.541
B_07:251	B_07:139	0.077
B_07:256	B_07:139	0.507
B_07:257	B_07:139	0.524
B_07:258	B_07:139	0.402
B_07:259	B_07:139	0.488
B_07:260	B_07:139	0.298
B_07:262	B_07:139	0.376
B_07:263	B_07:139	0.584
B_07:265	B_07:139	0.524
B_07:266	B_07:139	0.524
B_07:267	B_07:139	0.507
B_07:268	B_07:139	0.564
B_07:269	B_07:139	0.445
B_07:270	B_07:139	0.337
B_07:272	B_07:139	0.046
B_07:273	B_07:139	0.147
B_07:274	B_07:139	0.422
B_07:275	B_07:139	0.445
B_07:278	B_07:229	0.524
B_07:279	B_07:139	0.272
B_07:280	B_07:139	0.507
B_07:281	B_07:139	0.467
B_07:283	B_07:139	0.337
B_07:285	B_07:363	0.073
B_07:287	B_07:09	0.337
B_07:288	B_07:139	0.541
B_07:289	B_07:139	0.541
B_07:290	B_07:139	0.422
B_07:292	B_07:139	0.541
B_07:293	B_07:139	0.337
B_07:296	B_07:139	0.422
B_07:301	B_07:139	0.422
B_07:302	B_07:139	0.524
B_07:305	B_07:139	0.615
B_07:315	B_07:02	0.033
B_07:316	B_07:357	0.013
B_07:317	B_07:347	0.376
B_07:318	B_07:02	0.008
B_07:322	B_07:02	0.66
B_07:325	B_07:02	0.028
B_07:330	B_07:02	0.66
B_07:343	B_07:02	0.66
B_07:351	B_07:47	0.043
B_07:367	B_07:139	0.615
B_07:373	B_07:02	0.66
B_07:374	B_07:02	0.66
B_07:376	B_07:139	0.422
B_07:386	B_07:02	0.06
B_07:415	B_07:02	0.003
B_07:417	B_07:276	0.488
B_07:420	B_07:48	0.541
B_07:424	B_07:139	0.298
B_07:425	B_07:139	0.001
B_07:426	B_07:05	0.082
B_07:427	B_07:02	0.66
B_07:428	B_07:10	0.635
B_07:429	B_07:02	0.524
B_07:430	B_07:02	0.541
B_07:431	B_07:02	0.66
B_07:432	B_07:02	0.66
B_07:433	B_07:02	0.66
B_07:434	B_07:05	0.66
B_07:435	B_07:02	0.097
B_07:436	B_07:02	0.66
B_07:437	B_07:02	0.615
B_07:438	B_07:02	0.541
B_07:439	B_07:02	0.615
B_07:440	B_07:331	0.564
B_07:441	B_07:02	0.541
B_07:442	B_07:277	0.684
B_07:443	B_07:05	0.524
B_07:444	B_07:02	0.615
B_07:445	B_07:02	0.6
B_07:446	B_07:02	0.039
B_07:447	B_07:02	0.625
B_07:448	B_07:02	0.524
B_07:449	B_07:02	0.6
B_07:450	B_07:261	0.422
B_07:451	B_07:02	0.635
B_07:452	B_07:02	0.6
B_07:453	B_07:38	0.249
B_07:454	B_07:02	0.66
B_07:455	B_07:02	0.541
B_07:456	B_07:02	0.66
B_07:457	B_07:139	0.507
B_07:458	B_07:02	0.66
B_07:459	B_07:02	0.66
B_07:460	B_07:09	0.057
B_07:461	B_07:02	0.66
B_07:462	B_07:02	0.66
B_07:463	B_07:253	0.6
B_07:464	B_07:100	0.625
B_07:465	B_07:02	0.6
B_07:466	B_07:02	0.66
B_07:467	B_07:139	0.376
B_07:468	B_07:02	0.66
B_07:469	B_07:188	0.066
B_07:470	B_07:02	0.541
B_07:471	B_07:02	0.66
B_07:472	B_07:02	0.074
B_07:473	B_07:02	0.541
B_07:474	B_07:05	0.66
B_07:475	B_07:02	0.6
B_07:476	B_07:57	0.615
B_07:477	B_07:02	0.66
B_07:478	B_07:02	0.6
B_08:03	B_08:271	0.298
B_08:04	B_08:96	0.318
B_08:05	B_08:96	0.376
B_08:07	B_08:96	0.402
B_08:08	B_08:186	0.071
B_08:10	B_08:38	0.467
B_08:11	B_08:96	0.402
B_08:13	B_08:143	0.298
B_08:14	B_08:200	0.116
B_08:15	B_08:96	0.318
B_08:16	B_08:12	0.337
B_08:17	B_08:38	0.272
B_08:19	B_08:01	0.635
B_08:21	B_08:96	0.356
B_08:22	B_08:96	0.356
B_08:24	B_08:96	0.186
B_08:25	B_08:171	0.445
B_08:27	B_08:96	0.376
B_08:28	B_08:37	0.249
B_08:30	B_08:96	0.055
B_08:31	B_08:96	0.507
B_08:32	B_08:96	0.356
B_08:34	B_08:96	0.298
B_08:40	B_08:79	0.298
B_08:41	B_08:138	0.337
B_08:42	B_08:96	0.507
B_08:43	B_08:96	0.402
B_08:44	B_08:96	0.376
B_08:45	B_08:96	0.422
B_08:46	B_08:96	0.318
B_08:47	B_08:96	0.402
B_08:48	B_08:96	0.402
B_08:49	B_08:200	0.097
B_08:50	B_08:26	0.507
B_08:51	B_08:96	0.402
B_08:52	B_08:02	0.155
B_08:53	B_08:96	0.356
B_08:54	B_08:38	0.167
B_08:55	B_08:143	0.186
B_08:57	B_08:96	0.402
B_08:58	B_08:96	0.524
B_08:59	B_08:96	0.376
B_08:60	B_08:96	0.318
B_08:61	B_08:96	0.467
B_08:62	B_08:242	0.6
B_08:63	B_08:96	0.402
B_08:64	B_08:96	0.337
B_08:65	B_08:228	0.337
B_08:66	B_08:96	0.402
B_08:67	B_08:38	0.015
B_08:68	B_08:96	0.298
B_08:69	B_08:96	0.422
B_08:70	B_08:96	0.249
B_08:71	B_08:96	0.356
B_08:72	B_08:96	0.033
B_08:73	B_08:96	0.445
B_08:74	B_08:96	0.376
B_08:75	B_08:96	0.298
B_08:76	B_08:96	0.445
B_08:77	B_08:96	0.356
B_08:78	B_08:02	0.524
B_08:80	B_08:96	0.298
B_08:81	B_08:96	0.337
B_08:82	B_08:96	0.138
B_08:83	B_08:96	0.318
B_08:84	B_08:09	0.249
B_08:85	B_08:96	0.422
B_08:86	B_08:96	0.08
B_08:87	B_08:37	0.147
B_08:88	B_08:96	0.318
B_08:89	B_08:37	0.249
B_08:90	B_08:96	0.402
B_08:91	B_08:96	0.318
B_08:92	B_08:96	0.298
B_08:93	B_08:96	0.402
B_08:94	B_08:26	0.318
B_08:95	B_08:96	0.445
B_08:97	B_08:96	0.467
B_08:98	B_08:96	0.402
B_08:99	B_08:96	0.402
B_08:100	B_08:96	0.318
B_08:101	B_08:38	0.524
B_08:102	B_08:96	0.226
B_08:103	B_08:96	0.507
B_08:104	B_08:96	0.272
B_08:105	B_08:96	0.422
B_08:107	B_08:37	0.186
B_08:109	B_08:96	0.507
B_08:110	B_08:23	0.507
B_08:111	B_08:227	0.298
B_08:112	B_08:96	0.318
B_08:113	B_08:01	0.635
B_08:114	B_08:96	0.298
B_08:115	B_08:01	0.564
B_08:116	B_08:96	0.507
B_08:117	B_08:02	0.272
B_08:118	B_08:96	0.402
B_08:119	B_08:96	0.318
B_08:121	B_08:96	0.376
B_08:122	B_08:01	0.584
B_08:123	B_08:132	0.337
B_08:124	B_08:96	0.337
B_08:125	B_08:96	0.376
B_08:126	B_08:02	0.155
B_08:127	B_08:01	0.467
B_08:129	B_08:181	0.272
B_08:130	B_08:96	0.318
B_08:131	B_08:136	0.272
B_08:133	B_08:23	0.541
B_08:137	B_08:96	0.402
B_08:140	B_08:96	0.356
B_08:141	B_08:96	0.318
B_08:142	B_08:96	0.467
B_08:148	B_08:02	0.04
B_08:149	B_08:96	0.318
B_08:150	B_08:96	0.337
B_08:151	B_08:96	0.402
B_08:152	B_08:96	0.422
B_08:153	B_08:96	0.356
B_08:154	B_08:96	0.337
B_08:156	B_08:79	0.376
B_08:157	B_08:96	0.356
B_08:158	B_08:96	0.402
B_08:159	B_08:96	0.337
B_08:162	B_08:96	0.376
B_08:163	B_08:96	0.298
B_08:164	B_08:96	0.298
B_08:165	B_08:96	0.376
B_08:166	B_08:96	0.298
B_08:174	B_08:96	0.337
B_08:175	B_08:96	0.356
B_08:176	B_08:96	0.337
B_08:179	B_08:96	0.376
B_08:180	B_08:56	0.272
B_08:185	B_08:96	0.402
B_08:187	B_08:96	0.507
B_08:189	B_08:96	0.298
B_08:214	B_08:264	0.046
B_08:215	B_08:96	0.031
B_08:220	B_08:01	0.021
B_08:236	B_08:01	0.635
B_08:252	B_08:01	0.06
B_08:266	B_08:96	0.206
B_08:273	B_08:01	0.635
B_08:274	B_08:01	0.524
B_08:275	B_08:01	0.635
B_08:276	B_08:01	0.635
B_08:277	B_08:120	0.376
B_08:278	B_08:01	0.445
B_08:279	B_08:96	0.09
B_08:280	B_08:01	0.635
B_08:281	B_08:20	0.507
B_08:282	B_08:01	0.467
B_08:283	B_08:01	0.564
B_08:284	B_08:01	0.096
B_08:285	B_08:228	0.507
B_08:286	B_08:01	0.584
B_08:287	B_08:01	0.054
B_08:288	B_08:01	0.635
B_08:289	B_08:01	0.507
B_08:290	B_08:01	0.524
B_08:291	B_08:37	0.356
B_08:292	B_08:01	0.564
B_08:293	B_08:01	0.067
B_08:294	B_08:01	0.635
B_08:295	B_08:23	0.402
B_08:296	B_08:20	0.402
B_08:297	B_08:01	0.467
B_08:298	B_08:01	0.635
B_08:299	B_08:01	0.564
B_08:300	B_08:01	0.084
B_08:301	B_08:01	0.635
B_08:302	B_08:01	0.564
B_08:303	B_08:01	0.564
B_08:304	B_08:128	0.524
B_08:305	B_08:01	0.635
B_08:306	B_08:01	0.564
B_08:307	B_08:01	0.564
B_08:308	B_08:01	0.564
B_13:06	B_13:01	0.155
B_13:07	B_13:01	0.081
B_13:09	B_15:552	0.097
B_13:10	B_13:127	0.102
B_13:13	B_13:01	0.422
B_13:14	B_13:124	0.272
B_13:16	B_13:02	0.249
B_13:17	B_13:01	0.186
B_13:18	B_13:02	0.249
B_13:19	B_13:02	0.356
B_13:20	B_13:01	0.155
B_13:21	B_13:01	0.108
B_13:23	B_13:01	0.186
B_13:26	B_13:01	0.116
B_13:27	B_13:02	0.318
B_13:28	B_13:01	0.13
B_13:29	B_13:01	0.186
B_13:30	B_13:02	0.186
B_13:31	B_13:131	0.445
B_13:32	B_13:02	0.206
B_13:33	B_13:02	0.298
B_13:34	B_13:02	0.206
B_13:35	B_13:140	0.206
B_13:36	B_13:01	0.155
B_13:37	B_13:02	0.206
B_13:38	B_13:02	0.402
B_13:39	B_13:01	0.093
B_13:40	B_13:02	0.422
B_13:41	B_13:02	0.272
B_13:42	B_13:02	0.318
B_13:43	B_13:01	0.138
B_13:44	B_13:02	0.272
B_13:45	B_13:153	0.337
B_13:46	B_13:03	0.098
B_13:47	B_13:02	0.186
B_13:48	B_13:03	0.249
B_13:49	B_13:02	0.058
B_13:50	B_13:01	0.13
B_13:51	B_13:01	0.13
B_13:52	B_13:01	0.298
B_13:53	B_13:02	0.249
B_13:54	B_13:115	0.318
B_13:55	B_13:02	0.298
B_13:56	B_13:02	0.055
B_13:58	B_13:97	0.272
B_13:59	B_13:140	0.376
B_13:60	B_13:01	0.186
B_13:61	B_13:01	0.298
B_13:62	B_52:02	0.186
B_13:63	B_13:01	0.084
B_13:64	B_13:02	0.524
B_13:65	B_13:02	0.186
B_13:66	B_13:02	0.186
B_13:67	B_13:02	0.096
B_13:69	B_13:02	0.402
B_13:71	B_13:108	0.186
B_13:72	B_13:127	0.298
B_13:73	B_13:01	0.402
B_13:74	B_13:02	0.298
B_13:75	B_13:02	0.318
B_13:76	B_13:22	0.044
B_13:77	B_13:01	0.138
B_13:78	B_13:01	0.147
B_13:79	B_13:11	0.094
B_13:80	B_13:01	0.402
B_13:81	B_13:02	0.298
B_13:82	B_13:02	0.402
B_13:83	B_13:01	0.138
B_13:84	B_13:02	0.272
B_13:85	B_13:02	0.298
B_13:86	B_13:22	0.123
B_13:89	B_13:02	0.298
B_13:90	B_13:01	0.167
B_13:91	B_13:02	0.298
B_13:92	B_13:01	0.186
B_13:93	B_13:02	0.167
B_13:94	B_13:02	0.249
B_13:95	B_13:01	0.13
B_13:96	B_13:02	0.402
B_13:98	B_13:02	0.298
B_13:99	B_13:02	0.625
B_13:101	B_13:02	0.298
B_13:102	B_13:02	0.318
B_13:103	B_13:02	0.059
B_13:104	B_13:02	0.272
B_13:105	B_13:02	0.298
B_13:106	B_13:01	0.186
B_13:107	B_13:01	0.167
B_13:109	B_13:01	0.541
B_13:110	B_13:01	0.422
B_13:116	B_13:02	0.625
B_13:123	B_13:02	0.625
B_13:137	B_44:288	0.009
B_13:139	B_13:02	0.625
B_13:144	B_13:01	0.206
B_13:150	B_13:02	0.318
B_13:154	B_13:02	0.467
B_13:157	B_13:02	0.318
B_13:158	B_13:02	0.507
B_13:159	B_13:153	0.488
B_13:160	B_13:02	0.507
B_13:161	B_44:288	0.007
B_13:162	B_13:01	0.541
B_13:163	B_13:01	0.467
B_13:164	B_13:120	0.488
B_13:165	B_13:02	0.524
B_13:166	B_13:02	0.524
B_13:167	B_13:02	0.467
B_13:168	B_13:01	0.298
B_13:169	B_13:02	0.524
B_13:170	B_13:01	0.402
B_13:171	B_13:01	0.541
B_13:172	B_13:02	0.524
B_13:173	B_13:01	0.541
B_13:174	B_13:128	0.11
B_13:175	B_13:02	0.625
B_13:176	B_13:02	0.625
B_13:177	B_13:02	0.625
B_13:178	B_13:145	0.6
B_13:179	B_13:02	0.625
B_14:04	B_14:02	0.249
B_14:07	B_14:01	0.079
B_14:08	B_14:06	0.356
B_14:09	B_14:02	0.445
B_14:11	B_14:02	0.488
B_14:12	B_14:01	0.6
B_14:13	B_14:05	0.249
B_14:14	B_14:01	0.337
B_14:15	B_14:02	0.422
B_14:16	B_14:02	0.445
B_14:17	B_14:02	0.445
B_14:18	B_14:02	0.337
B_14:19	B_14:01	0.402
B_14:20	B_14:02	0.445
B_14:21	B_14:02	0.105
B_14:22	B_14:02	0.488
B_14:23	B_14:33	0.467
B_14:24	B_14:02	0.356
B_14:25	B_14:02	0.422
B_14:26	B_14:01	0.337
B_14:27	B_14:02	0.402
B_14:28	B_14:02	0.249
B_14:29	B_14:02	0.376
B_14:30	B_14:02	0.445
B_14:32	B_14:01	0.541
B_14:34	B_14:02	0.635
B_14:35	B_14:02	0.356
B_14:36	B_14:02	0.507
B_14:37	B_14:06	0.147
B_14:38	B_14:02	0.467
B_14:39	B_14:02	0.337
B_14:40	B_14:01	0.445
B_14:41	B_14:90	0.072
B_14:42	B_14:02	0.298
B_14:43	B_14:59	0.318
B_14:44	B_14:02	0.445
B_14:45	B_14:02	0.337
B_14:47	B_14:01	0.445
B_14:48	B_14:02	0.467
B_14:49	B_14:01	0.467
B_14:50	B_14:02	0.356
B_14:51	B_14:02	0.445
B_14:52	B_14:02	0.488
B_14:53	B_14:05	0.167
B_14:55	B_14:06	0.298
B_14:57	B_14:02	0.206
B_14:58	B_14:02	0.376
B_14:60	B_14:02	0.445
B_14:63	B_14:97	0.422
B_14:69	B_14:02	0.684
B_14:72	B_14:02	0.033
B_14:76	B_14:02	0.684
B_14:77	B_14:01	0.422
B_14:78	B_14:01	0.684
B_14:79	B_14:05	0.046
B_14:85	B_07:139	0.001
B_14:100	B_14:02	0.684
B_14:101	B_07:139	0.001
B_14:103	B_14:01	0.684
B_14:104	B_14:01	0.684
B_14:105	B_14:01	0.652
B_14:106	B_14:02	0.644
B_14:107	B_14:02	0.507
B_14:108	B_14:01	0.105
B_14:109	B_14:02	0.684
B_14:110	B_14:02	0.584
B_14:111	B_14:02	0.635
B_14:112	B_14:03	0.667
B_14:113	B_14:01	0.684
B_14:114	B_14:02	0.644
B_14:115	B_14:02	0.684
B_14:116	B_14:02	0.584
B_14:117	B_14:01	0.564
B_14:118	B_14:93	0.524
B_14:119	B_14:02	0.644
B_15:26	B_15:01	0.045
B_15:28	B_15:428	0.667
B_15:36	B_15:89	0.337
B_15:43	B_15:24	0.138
B_15:46	B_15:525	0.625
B_15:49	B_15:47	0.356
B_15:50	B_15:01	0.615
B_15:57	B_15:01	0.467
B_15:60	B_15:251	0.467
B_15:61	B_15:242	0.226
B_15:67	B_15:16	0.625
B_15:68	B_15:54	0.445
B_15:69	B_15:242	0.226
B_15:70	B_15:251	0.337
B_15:72	B_15:18	0.337
B_15:74	B_15:242	0.337
B_15:76	B_56:03	0.226
B_15:79	B_15:110	0.048
B_15:80	B_15:18	0.272
B_15:81	B_15:251	0.488
B_15:84	B_15:65	0.147
B_15:85	B_15:34	0.318
B_15:86	B_15:42	0.099
B_15:87	B_15:24	0.356
B_15:88	B_15:02	0.206
B_15:90	B_15:10	0.402
B_15:91	B_15:123	0.113
B_15:92	B_15:251	0.337
B_15:93	B_15:18	0.584
B_15:94	B_15:251	0.033
B_15:95	B_15:16	0.422
B_15:96	B_15:251	0.467
B_15:97	B_15:251	0.467
B_15:98	B_15:242	0.226
B_15:99	B_15:10	0.356
B_15:101	B_56:03	0.13
B_15:103	B_15:03	0.615
B_15:104	B_15:251	0.564
B_15:105	B_15:251	0.356
